"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2005-08-01","438.10","435.40","455.30","433.50","1.16M","0.53%"
"2005-07-01","435.80","436.50","438.20","418.20","1.08M","-0.30%"
"2005-06-01","437.10","418.70","445.40","416.70","1.17M","4.34%"
"2005-05-01","418.90","435.70","436.00","415.80","1.09M","-3.94%"
"2005-04-01","436.10","431.10","439.10","423.50","818.81K","1.16%"
"2005-03-01","431.10","437.50","448.00","423.40","1.18M","-1.49%"
"2005-02-01","437.60","424.30","439.30","411.50","825.16K","3.18%"
"2005-01-01","424.10","438.90","438.90","417.20","1.15M","-3.26%"
"2004-12-01","438.40","453.40","458.70","432.90","981.97K","-3.27%"
"2004-11-01","453.20","430.50","457.00","418.00","1.37M","5.54%"
"2004-10-01","429.40","420.40","432.00","410.50","1.01M","2.14%"
"2004-09-01","420.40","412.10","420.80","396.90","881.01K","1.94%"
"2004-08-01","412.40","395.00","416.80","391.20","878.66K","4.75%"
"2004-07-01","393.70","393.30","409.60","385.50","1.09M","0.18%"
"2004-06-01","393.00","396.00","405.60","382.50","865.19K","-0.48%"
"2004-05-01","394.90","388.90","398.00","371.30","986.07K","1.91%"
"2004-04-01","387.50","427.50","433.00","377.00","1.12M","-9.53%"
"2004-03-01","428.30","397.50","428.50","388.20","1.22M","7.94%"
"2004-02-01","396.80","403.10","418.00","391.00","857.40K","-1.51%"
"2004-01-01","402.90","416.80","431.50","397.50","1.20M","-3.17%"
"2003-12-01","416.10","398.90","418.40","397.80","710.09K","4.86%"
"2003-11-01","396.80","384.70","402.00","376.50","996.72K","3.17%"
"2003-10-01","384.60","385.90","393.00","366.50","1.01M","-0.39%"
"2003-09-01","386.10","376.80","394.80","370.70","911.76K","2.47%"
"2003-08-01","376.80","356.00","379.00","346.00","741.88K","5.90%"
"2003-07-01","355.80","346.40","367.70","340.60","832.40K","2.74%"
"2003-06-01","346.30","364.00","370.50","343.30","758.31K","-5.28%"
"2003-05-01","365.60","339.20","374.90","338.50","849.28K","7.72%"
"2003-04-01","339.40","335.70","340.40","319.80","615.89K","0.74%"
"2003-03-01","336.90","349.80","358.80","325.80","757.50K","-3.83%"
"2003-02-01","350.30","368.90","390.80","342.40","844.34K","-5.09%"
"2003-01-01","369.10","347.60","373.70","342.80","845.17K","6.00%"
"2002-12-01","348.20","319.10","355.70","316.60","704.46K","9.91%"
"2002-11-01","316.80","318.30","325.40","316.50","558.88K","-0.50%"
"2002-10-01","318.40","324.30","325.50","309.10","645.19K","-2.09%"
"2002-09-01","325.20","313.80","329.30","312.60","585.81K","3.60%"
"2002-08-01","313.90","305.20","319.70","300.30","528.50K","2.85%"
"2002-07-01","305.20","314.50","326.10","300.50","707.86K","-2.77%"
"2002-06-01","313.90","327.50","331.50","310.50","637.19K","-4.15%"
"2002-05-01","327.50","309.10","330.20","306.50","777.47K","5.92%"
"2002-04-01","309.20","304.00","312.90","298.00","534.75K","1.81%"
"2002-03-01","303.70","297.40","305.80","288.30","459.26K","2.22%"
"2002-02-01","297.10","283.00","309.40","282.40","562.30K","5.02%"
"2002-01-01","282.90","279.50","289.90","277.20","537.17K","1.40%"
"2001-12-01","279.00","275.20","281.40","271.70","321.84K","1.49%"
"2001-11-01","274.90","280.50","282.50","271.90","396.69K","-2.00%"
"2001-10-01","280.50","293.70","295.90","275.50","447.68K","-4.59%"
"2001-09-01","294.00","276.10","300.00","272.70","289.49K","6.33%"
"2001-08-01","276.50","269.20","283.80","268.40","509.51K","2.71%"
"2001-07-01","269.20","271.50","272.10","264.80","433.88K","-0.77%"
"2001-06-01","271.30","266.80","279.80","265.50","437.15K","1.65%"
"2001-05-01","266.90","264.30","298.60","264.10","688.58K","0.95%"
"2001-04-01","264.40","259.10","267.50","255.80","334.98K","2.01%"
"2001-03-01","259.20","267.70","274.70","258.00","549.34K","-3.21%"
"2001-02-01","267.80","267.80","270.90","255.10","400.27K","-0.07%"
"2001-01-01","268.00","273.80","275.00","262.00","488.25K","-2.05%"
"2000-12-01","273.60","273.20","278.50","270.30","343.61K","0.11%"
"2000-11-01","273.30","266.50","273.50","264.50","689.58K","2.59%"
"2000-10-01","266.40","277.30","279.90","263.50","409.41K","-3.79%"
"2000-09-01","276.90","281.90","282.50","271.70","387.21K","-1.84%"
"2000-08-01","282.10","283.40","285.00","275.30","343.57K","-0.39%"
"2000-07-01","283.20","289.70","289.70","277.70","369.66K","-2.85%"
"2000-06-01","291.50","275.40","296.50","274.80","591.35K","6.08%"
"2000-05-01","274.80","274.80","284.00","269.50","475.19K","0.04%"
"2000-04-01","274.70","281.50","291.50","274.00","332.99K","-2.38%"
"2000-03-01","281.40","294.20","296.20","274.80","550.89K","-4.35%"
"2000-02-01","294.20","286.00","326.90","285.00","742.60K","2.80%"
"2000-01-01","286.20","289.50","291.80","280.00","414.02K","-1.17%"
"1999-12-01","289.60","293.00","294.00","276.20","412.23K","-1.16%"
"1999-11-01","293.00","299.70","300.40","288.00","372.59K","-2.43%"
"1999-10-01","300.30","299.10","339.00","287.60","807.28K","0.27%"
"1999-09-01","299.50","257.50","329.00","254.80","987.93K","16.40%"
"1999-08-01","257.30","258.80","264.70","253.80","628.99K","-0.58%"
"1999-07-01","258.80","263.50","264.70","253.20","651.84K","-1.82%"
"1999-06-01","263.60","271.50","272.00","258.50","529.11K","-3.09%"
"1999-05-01","272.00","287.90","291.20","267.90","755.60K","-5.49%"
"1999-04-01","287.80","281.90","289.00","279.10","522.57K","2.09%"
"1999-03-01","281.90","288.00","296.50","278.50","808.88K","-2.22%"
"1999-02-01","288.30","288.50","292.60","285.00","463.83K","0.03%"
"1999-01-01","288.20","289.60","294.30","282.50","610.54K","-0.35%"
"1998-12-01","289.20","295.00","299.50","286.50","474.88K","-2.00%"
"1998-11-01","295.10","294.00","299.10","288.70","485.99K","0.48%"
"1998-10-01","293.70","299.10","306.90","292.00","667.95K","-1.77%"
"1998-09-01","299.00","279.30","302.20","279.30","803.93K","7.21%"
"1998-08-01","278.90","291.00","294.80","273.80","614.54K","-3.99%"
"1998-07-01","290.50","297.80","299.70","289.10","538.02K","-2.55%"
"1998-06-01","298.10","295.40","301.60","285.60","655.72K","1.02%"
"1998-05-01","295.10","308.00","308.50","290.60","630.04K","-4.16%"
"1998-04-01","307.90","303.30","317.00","301.20","669.23K","1.52%"
"1998-03-01","303.30","300.00","306.80","287.30","609.14K","1.07%"
"1998-02-01","300.10","304.60","310.00","291.80","487.86K","-1.48%"
"1998-01-01","304.60","289.40","309.00","277.50","793.75K","5.07%"
"1997-12-01","289.90","298.50","299.10","283.30","509.44K","-2.36%"
"1997-11-01","296.90","312.10","316.90","295.10","534.30K","-4.87%"
"1997-10-01","312.10","336.60","342.10","308.00","847.16K","-7.36%"
"1997-09-01","336.90","327.00","337.90","321.00","701.88K","2.90%"
"1997-08-01","327.40","328.90","333.40","321.00","614.84K","-0.37%"
"1997-07-01","328.60","334.90","335.80","314.60","812.87K","-2.00%"
"1997-06-01","335.30","347.30","347.60","334.60","490.26K","-3.51%"
"1997-05-01","347.50","341.10","352.20","340.40","560.70K","1.85%"
"1997-04-01","341.20","354.30","355.10","339.50","460.53K","-3.62%"
"1997-03-01","354.00","365.10","366.00","346.30","613.91K","-3.04%"
"1997-02-01","365.10","346.30","365.50","338.50","761.35K","5.52%"
"1997-01-01","346.00","369.20","369.40","345.40","786.32K","-6.28%"
"1996-12-01","369.20","373.90","376.10","367.70","404.43K","-1.02%"
"1996-11-01","373.00","378.80","385.80","372.50","500.00K","-1.61%"
