タイトル,年月,売上予測,関連ジャンル,サービス終了日
ディズニー ツムツムランド,2018/02,3.38億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2018/01,3.38億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/12,1.86億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/11,2.50億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/10,1.75億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/09,1.72億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/08,1.84億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/07,1.50億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/06,1.91億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/05,2.26億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/04,1.88億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/03,2.29億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/02,1.83億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2019/01,2.27億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/12,1.27億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/11,2.05億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/10,1.61億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/09,1.46億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/08,1.07億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/07,1.90億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/06,1.40億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/05,1.34億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/04,1.19億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/03,1.66億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/02,1.95億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2020/01,1.98億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/12,1.17億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/11,2.60億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/10,1.13億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/09,1.13億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/08,1.29億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/07,1.16億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/06,1.13億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/05,1.24億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/04,1.27億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/03,1.43億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/02,1.22億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2021/01,1.39億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/12,1.18億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/11,1.95億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/10,"9,814万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/09,"8,783万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/08,1.04億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/07,"9,196万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/06,1.31億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/05,1.39億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/04,1.05億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/03,1.52億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/02,1.61億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2022/01,1.61億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/10,79万G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/09,"8,486万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/08,1.32億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/07,"9,864万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/06,"8,316万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/05,1.38億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/04,"9,172万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/03,1.01億G,GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/02,"9,312万G",GAME PUZ ACT,2024-01-31
ディズニー ツムツムランド,2023/01,1.15億G,GAME PUZ ACT,2024-01-31
［公式］進撃の巨人 チェインパズルフィーバー,2018/12,161万G,,2019-09-25
［公式］進撃の巨人 チェインパズルフィーバー,2018/03,178万G,,2019-09-25
プロジェクト東京ドールズ,2018/12,1.03億G,,2021-10-29
プロジェクト東京ドールズ,2018/11,1.14億G,,2021-10-29
プロジェクト東京ドールズ,2018/10,1.11億G,,2021-10-29
プロジェクト東京ドールズ,2018/09,"8,136万G",,2021-10-29
プロジェクト東京ドールズ,2018/08,"9,322万G",,2021-10-29
プロジェクト東京ドールズ,2018/07,1.74億G,,2021-10-29
プロジェクト東京ドールズ,2018/06,1.24億G,,2021-10-29
プロジェクト東京ドールズ,2018/05,"6,491万G",,2021-10-29
プロジェクト東京ドールズ,2018/04,1.02億G,,2021-10-29
プロジェクト東京ドールズ,2018/03,1.18億G,,2021-10-29
プロジェクト東京ドールズ,2018/02,1.22億G,,2021-10-29
プロジェクト東京ドールズ,2018/01,1.05億G,,2021-10-29
プロジェクト東京ドールズ,2019/12,"3,186万G",,2021-10-29
プロジェクト東京ドールズ,2019/11,"2,406万G",,2021-10-29
プロジェクト東京ドールズ,2019/10,"6,572万G",,2021-10-29
プロジェクト東京ドールズ,2019/09,"3,335万G",,2021-10-29
プロジェクト東京ドールズ,2019/08,"4,480万G",,2021-10-29
プロジェクト東京ドールズ,2019/07,"7,425万G",,2021-10-29
プロジェクト東京ドールズ,2019/06,"9,331万G",,2021-10-29
プロジェクト東京ドールズ,2019/05,"6,209万G",,2021-10-29
プロジェクト東京ドールズ,2019/04,"4,868万G",,2021-10-29
プロジェクト東京ドールズ,2019/03,"8,590万G",,2021-10-29
プロジェクト東京ドールズ,2019/02,"7,653万G",,2021-10-29
プロジェクト東京ドールズ,2019/01,1.06億G,,2021-10-29
プロジェクト東京ドールズ,2020/12,"3,521万G",,2021-10-29
プロジェクト東京ドールズ,2020/11,"3,558万G",,2021-10-29
プロジェクト東京ドールズ,2020/10,"2,775万G",,2021-10-29
プロジェクト東京ドールズ,2020/09,"2,230万G",,2021-10-29
プロジェクト東京ドールズ,2020/08,"2,218万G",,2021-10-29
プロジェクト東京ドールズ,2020/07,"5,464万G",,2021-10-29
プロジェクト東京ドールズ,2020/06,"6,339万G",,2021-10-29
プロジェクト東京ドールズ,2020/05,"3,290万G",,2021-10-29
プロジェクト東京ドールズ,2020/04,"4,221万G",,2021-10-29
プロジェクト東京ドールズ,2020/03,"2,956万G",,2021-10-29
プロジェクト東京ドールズ,2020/02,"4,526万G",,2021-10-29
プロジェクト東京ドールズ,2020/01,"3,462万G",,2021-10-29
プロジェクト東京ドールズ,2021/08,"2,239万G",,2021-10-29
プロジェクト東京ドールズ,2021/07,"5,471万G",,2021-10-29
プロジェクト東京ドールズ,2021/06,"4,156万G",,2021-10-29
プロジェクト東京ドールズ,2021/05,"3,630万G",,2021-10-29
プロジェクト東京ドールズ,2021/04,"3,582万G",,2021-10-29
プロジェクト東京ドールズ,2021/03,"2,822万G",,2021-10-29
プロジェクト東京ドールズ,2021/02,"3,098万G",,2021-10-29
プロジェクト東京ドールズ,2021/01,"1,878万G",,2021-10-29
拡張少女系トライナリー,2018/06,427万G,,2018-08-31
拡張少女系トライナリー,2018/05,230万G,,2018-08-31
拡張少女系トライナリー,2018/04,160万G,,2018-08-31
拡張少女系トライナリー,2018/03,858万G,,2018-08-31
拡張少女系トライナリー,2018/02,443万G,,2018-08-31
拡張少女系トライナリー,2018/01,540万G,,2018-08-31
僕のヒーローアカデミア スマッシュタップ,2018/11,328万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/10,325万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/09,698万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/08,"4,695万G",,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/07,"5,230万G",,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/06,"6,760万G",,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/05,"6,256万G",,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/04,"6,742万G",,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/03,"2,144万G",,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2018/01,677万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/12,241万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/11,28万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/10,213万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/09,76万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/08,302万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/07,194万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/06,313万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/04,178万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2019/01,159万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2020/04,545万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2020/03,385万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2020/02,617万G,,2020-07-13
僕のヒーローアカデミア スマッシュタップ,2020/01,507万G,,2020-07-13
東京喰種 ：re invoke,2018/12,"3,612万G",,2019-11-26
東京喰種 ：re invoke,2018/11,"2,102万G",,2019-11-26
東京喰種 ：re invoke,2018/10,"7,180万G",,2019-11-26
東京喰種 ：re invoke,2018/09,169万G,,2019-11-26
東京喰種 ：re invoke,2018/08,"3,007万G",,2019-11-26
東京喰種 ：re invoke,2018/07,"8,079万G",,2019-11-26
東京喰種 ：re invoke,2018/06,"9,898万G",,2019-11-26
東京喰種 ：re invoke,2018/01,158万G,,2019-11-26
東京喰種 ：re invoke,2019/09,"1,209万G",,2019-11-26
東京喰種 ：re invoke,2019/08,423万G,,2019-11-26
東京喰種 ：re invoke,2019/07,"1,051万G",,2019-11-26
東京喰種 ：re invoke,2019/06,53万G,,2019-11-26
東京喰種 ：re invoke,2019/04,"4,198万G",,2019-11-26
東京喰種 ：re invoke,2019/03,"2,065万G",,2019-11-26
東京喰種 ：re invoke,2019/01,"1,428万G",,2019-11-26
結城友奈は勇者である 花結いのきらめき,2018/12,"2,828万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/11,"2,327万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/10,"4,638万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/09,"6,409万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/08,"3,604万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/07,"6,825万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/06,1.10億G,GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/05,"4,284万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/04,"6,840万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/03,"7,252万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/02,"8,109万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2018/01,"3,056万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/12,"3,179万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/11,"4,295万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/10,"4,254万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/09,"2,951万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/08,"4,299万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/07,"2,970万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/06,"6,796万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/05,"2,544万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/04,"1,225万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/03,"3,125万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/02,"1,620万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2019/01,"4,235万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/12,"2,324万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/11,"1,198万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/10,"1,520万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/09,"2,446万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/08,"3,301万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/07,"2,972万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/06,"5,819万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/05,"4,192万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/04,"2,650万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/03,"3,424万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/02,"2,982万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2020/01,"3,976万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/12,"5,040万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/11,"5,598万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/10,"3,815万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/09,"1,974万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/08,"2,472万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/07,"1,866万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/06,"4,093万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/05,"2,749万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/04,"2,968万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/03,"2,487万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/02,"2,018万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2021/01,"1,808万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/10,424万G,GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/09,"2,167万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/08,"3,080万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/07,"3,531万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/06,"4,364万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/05,"3,270万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/04,"2,884万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/03,"2,959万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/02,"3,305万G",GAME RPG ACT,2022-10-28
結城友奈は勇者である 花結いのきらめき,2022/01,"4,494万G",GAME RPG ACT,2022-10-28
デスティニーチャイルド,2018/12,1.57億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/11,1.39億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/10,1.19億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/09,1.27億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/08,1.26億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/07,"7,672万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/06,1.58億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/05,1.60億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/04,1.80億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/03,2.46億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/02,1.98億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2018/01,2.68億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/12,"5,245万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/11,"7,270万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/10,"6,629万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/09,"7,201万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/08,"7,394万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/07,"7,304万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/06,"8,697万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/05,"3,711万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/04,"3,593万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/03,"6,252万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/02,"5,673万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2019/01,1.25億G,GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/12,"2,625万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/11,"3,468万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/10,"4,245万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/09,"4,010万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/08,"5,291万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/07,"3,353万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/06,"3,368万G",GAME RPG ADV,2023-09-21
デスティニーチャイルド,2020/05,"4,388万G",GAME RPG ADV,2023-09-21
