タイトル,年月,サービス終了日,売上予測（円）
ドラゴンネストM,2019/02,2021/03/31,172000000
ドラゴンネストM,2019/01,2021/03/31,208000000
ドラゴンネストM,2020/12,2021/03/31,410000
ドラゴンネストM,2020/11,2021/03/31,5020000
ドラゴンネストM,2020/10,2021/03/31,10200000
ドラゴンネストM,2020/09,2021/03/31,6810000
ドラゴンネストM,2020/08,2021/03/31,15620000
ドラゴンネストM,2020/07,2021/03/31,22710000
ドラゴンネストM,2020/06,2021/03/31,31580000
ドラゴンネストM,2020/05,2021/03/31,37750000
ドラゴンネストM,2020/04,2021/03/31,32220000
ドラゴンネストM,2020/03,2021/03/31,38290000
ドラゴンネストM,2020/02,2021/03/31,29860000
ドラゴンネストM,2020/01,2021/03/31,45620000
ドラゴンネストM,2021/01,2021/03/31,590000
蒼天のスカイガレオン,2019/12,2023/05/31,4760000
蒼天のスカイガレオン,2019/11,2023/05/31,3990000
蒼天のスカイガレオン,2019/10,2023/05/31,10870000
蒼天のスカイガレオン,2019/09,2023/05/31,770000
蒼天のスカイガレオン,2019/08,2023/05/31,21600000
蒼天のスカイガレオン,2020/12,2023/05/31,550000
蒼天のスカイガレオン,2020/11,2023/05/31,950000
蒼天のスカイガレオン,2020/10,2023/05/31,1290000
蒼天のスカイガレオン,2020/09,2023/05/31,1100000
蒼天のスカイガレオン,2020/08,2023/05/31,2570000
蒼天のスカイガレオン,2020/07,2023/05/31,3600000
蒼天のスカイガレオン,2020/06,2023/05/31,3740000
蒼天のスカイガレオン,2020/05,2023/05/31,2410000
蒼天のスカイガレオン,2020/04,2023/05/31,4140000
蒼天のスカイガレオン,2020/03,2023/05/31,5430000
蒼天のスカイガレオン,2020/02,2023/05/31,4070000
蒼天のスカイガレオン,2020/01,2023/05/31,4730000
蒼天のスカイガレオン,2021/12,2023/05/31,4920000
蒼天のスカイガレオン,2021/11,2023/05/31,5750000
蒼天のスカイガレオン,2021/10,2023/05/31,6770000
蒼天のスカイガレオン,2021/08,2023/05/31,750000
蒼天のスカイガレオン,2021/07,2023/05/31,840000
蒼天のスカイガレオン,2021/05,2023/05/31,720000
蒼天のスカイガレオン,2021/04,2023/05/31,710000
蒼天のスカイガレオン,2021/02,2023/05/31,2440000
蒼天のスカイガレオン,2021/01,2023/05/31,730000
蒼天のスカイガレオン,2022/09,2023/05/31,400000
蒼天のスカイガレオン,2022/08,2023/05/31,570000
蒼天のスカイガレオン,2022/06,2023/05/31,1310000
蒼天のスカイガレオン,2022/05,2023/05/31,460000
蒼天のスカイガレオン,2022/04,2023/05/31,520000
蒼天のスカイガレオン,2022/03,2023/05/31,1420000
蒼天のスカイガレオン,2022/02,2023/05/31,4260000
蒼天のスカイガレオン,2022/01,2023/05/31,4320000
東京コンセプション,2018/12,2020/07/31,15940000
東京コンセプション,2018/11,2020/07/31,39220000
東京コンセプション,2018/10,2020/07/31,29960000
東京コンセプション,2019/10,2020/07/31,30000
東京コンセプション,2019/08,2020/07/31,2330000
東京コンセプション,2019/07,2020/07/31,2330000
東京コンセプション,2019/06,2020/07/31,1490000
東京コンセプション,2019/05,2020/07/31,44660000
東京コンセプション,2019/04,2020/07/31,3690000
東京コンセプション,2019/03,2020/07/31,4990000
東京コンセプション,2019/02,2020/07/31,6530000
東京コンセプション,2019/01,2020/07/31,3690000
東京コンセプション,2020/07,2020/07/31,1450000
東京コンセプション,2020/02,2020/07/31,130000
東京コンセプション,2020/01,2020/07/31,20000
でみめん,2018/12,2019/12/12,39620000
でみめん,2019/10,2019/12/12,90000
でみめん,2019/09,2019/12/12,100000
でみめん,2019/08,2019/12/12,990000
でみめん,2019/07,2019/12/12,3260000
でみめん,2019/06,2019/12/12,4060000
でみめん,2019/03,2019/12/12,5850000
でみめん,2019/02,2019/12/12,8060000
でみめん,2019/01,2019/12/12,13470000
ラストイデア,2019/12,2020/05/29,23750000
ラストイデア,2019/11,2020/05/29,35940000
ラストイデア,2019/10,2020/05/29,53500000
ラストイデア,2019/09,2020/05/29,64660000
ラストイデア,2019/08,2020/05/29,94590000
ラストイデア,2019/07,2020/05/29,137000000
ラストイデア,2019/06,2020/05/29,200000000
ラストイデア,2019/05,2020/05/29,279000000
ラストイデア,2019/04,2020/05/29,99890000
ラストイデア,2020/03,2020/05/29,16520000
ラストイデア,2020/02,2020/05/29,15210000
ラストイデア,2020/01,2020/05/29,17960000
デビルブック,2019/07,2019/08/07,730000
デビルブック,2019/02,2019/08/07,6020000
デビルブック,2019/01,2019/08/07,47060000
ディズニー ミュージックパレード,2021/12,2023/01/10,86990000
ディズニー ミュージックパレード,2021/11,2023/01/10,137000000
ディズニー ミュージックパレード,2021/10,2023/01/10,117000000
ディズニー ミュージックパレード,2021/09,2023/01/10,90600000
ディズニー ミュージックパレード,2021/08,2023/01/10,94140000
ディズニー ミュージックパレード,2021/07,2023/01/10,99110000
ディズニー ミュージックパレード,2021/06,2023/01/10,91500000
ディズニー ミュージックパレード,2021/05,2023/01/10,102000000
ディズニー ミュージックパレード,2021/04,2023/01/10,135000000
ディズニー ミュージックパレード,2021/03,2023/01/10,151000000
ディズニー ミュージックパレード,2021/02,2023/01/10,246000000
ディズニー ミュージックパレード,2021/01,2023/01/10,71320000
ディズニー ミュージックパレード,2022/11,2023/01/10,8000000
ディズニー ミュージックパレード,2022/10,2023/01/10,80770000
ディズニー ミュージックパレード,2022/09,2023/01/10,60820000
ディズニー ミュージックパレード,2022/08,2023/01/10,79400000
ディズニー ミュージックパレード,2022/07,2023/01/10,72540000
ディズニー ミュージックパレード,2022/06,2023/01/10,66800000
ディズニー ミュージックパレード,2022/05,2023/01/10,61950000
ディズニー ミュージックパレード,2022/04,2023/01/10,70270000
ディズニー ミュージックパレード,2022/03,2023/01/10,65850000
ディズニー ミュージックパレード,2022/02,2023/01/10,44790000
ディズニー ミュージックパレード,2022/01,2023/01/10,78370000
アイチュウ ÉtoileStage,2020/11,2021/06/30,310000
アイチュウ ÉtoileStage,2020/10,2021/06/30,7980000
アイチュウ ÉtoileStage,2020/09,2021/06/30,12220000
アイチュウ ÉtoileStage,2020/08,2021/06/30,4830000
アイチュウ ÉtoileStage,2020/07,2021/06/30,9340000
アイチュウ ÉtoileStage,2020/06,2021/06/30,16490000
アイチュウ ÉtoileStage,2020/05,2021/06/30,27170000
アイチュウ ÉtoileStage,2021/05,2021/06/30,4420000
アイチュウ ÉtoileStage,2021/02,2021/06/30,740000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/12,2025/01/30,126000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/11,2025/01/30,234000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/10,2025/01/30,133000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/09,2025/01/30,101000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/08,2025/01/30,224000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/07,2025/01/30,226000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/06,2025/01/30,245000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/05,2025/01/30,383000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/04,2025/01/30,529000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/03,2025/01/30,859000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2020/02,2025/01/30,71530000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/12,2025/01/30,110000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/11,2025/01/30,156000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/10,2025/01/30,90750000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/09,2025/01/30,206000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/08,2025/01/30,74660000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/07,2025/01/30,143000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/06,2025/01/30,104000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/05,2025/01/30,163000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/04,2025/01/30,100000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/03,2025/01/30,196000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/02,2025/01/30,117000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2021/01,2025/01/30,119000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/12,2025/01/30,61740000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/11,2025/01/30,112000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/10,2025/01/30,90040000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/09,2025/01/30,101000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/08,2025/01/30,107000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/07,2025/01/30,73680000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/06,2025/01/30,102000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/05,2025/01/30,163000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/04,2025/01/30,60370000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/03,2025/01/30,175000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/02,2025/01/30,70200000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2022/01,2025/01/30,144000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/12,2025/01/30,105000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/11,2025/01/30,51090000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/10,2025/01/30,61330000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/09,2025/01/30,72500000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/08,2025/01/30,125000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/07,2025/01/30,107000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/06,2025/01/30,98700000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/05,2025/01/30,105000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/04,2025/01/30,89470000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/03,2025/01/30,88910000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/02,2025/01/30,78310000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2023/01,2025/01/30,115000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/11,2025/01/30,2180000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/10,2025/01/30,45550000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/09,2025/01/30,66140000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/08,2025/01/30,48660000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/07,2025/01/30,75960000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/06,2025/01/30,67330000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/05,2025/01/30,92910000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/04,2025/01/30,96900000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/03,2025/01/30,59020000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/02,2025/01/30,120000000
この素晴らしい世界に祝福を！ファンタスティックデイズ,2024/01,2025/01/30,81870000
重装出陣,2020/08,2022/12/21,760000
重装出陣,2021/12,2022/12/21,520000
重装出陣,2022/06,2022/12/21,540000
星鳴エコーズ,2019/12,2020/09/16,20490000
星鳴エコーズ,2019/11,2020/09/16,5150000
星鳴エコーズ,2020/03,2020/09/16,5880000
星鳴エコーズ,2020/02,2020/09/16,6200000
星鳴エコーズ,2020/01,2020/09/16,6820000
ドクターマリオ ワールド,2019/12,2021/11/01,26920000
ドクターマリオ ワールド,2019/11,2021/11/01,31700000
ドクターマリオ ワールド,2019/10,2021/11/01,40860000
ドクターマリオ ワールド,2019/09,2021/11/01,51720000
ドクターマリオ ワールド,2019/08,2021/11/01,70330000
ドクターマリオ ワールド,2019/07,2021/11/01,87660000
ドクターマリオ ワールド,2020/12,2021/11/01,21860000
ドクターマリオ ワールド,2020/11,2021/11/01,22870000
ドクターマリオ ワールド,2020/10,2021/11/01,28720000
ドクターマリオ ワールド,2020/09,2021/11/01,29290000
ドクターマリオ ワールド,2020/08,2021/11/01,34650000
ドクターマリオ ワールド,2020/07,2021/11/01,21340000
ドクターマリオ ワールド,2020/06,2021/11/01,22180000
ドクターマリオ ワールド,2020/05,2021/11/01,21990000
ドクターマリオ ワールド,2020/04,2021/11/01,26410000
ドクターマリオ ワールド,2020/03,2021/11/01,37050000
ドクターマリオ ワールド,2020/02,2021/11/01,29180000
ドクターマリオ ワールド,2020/01,2021/11/01,28330000
ドクターマリオ ワールド,2021/07,2021/11/01,30610000
ドクターマリオ ワールド,2021/06,2021/11/01,32110000
ドクターマリオ ワールド,2021/05,2021/11/01,34120000
ドクターマリオ ワールド,2021/04,2021/11/01,31520000
ドクターマリオ ワールド,2021/03,2021/11/01,32350000
ドクターマリオ ワールド,2021/02,2021/11/01,28870000
ドクターマリオ ワールド,2021/01,2021/11/01,22470000
ウルトラ怪獣バトルブリーダーズ,2019/12,2021/05/26,38070000
ウルトラ怪獣バトルブリーダーズ,2019/11,2021/05/26,20770000
ウルトラ怪獣バトルブリーダーズ,2019/10,2021/05/26,21400000
ウルトラ怪獣バトルブリーダーズ,2019/09,2021/05/26,25620000
ウルトラ怪獣バトルブリーダーズ,2019/08,2021/05/26,29150000
ウルトラ怪獣バトルブリーダーズ,2019/07,2021/05/26,42300000
ウルトラ怪獣バトルブリーダーズ,2019/06,2021/05/26,31670000
ウルトラ怪獣バトルブリーダーズ,2019/05,2021/05/26,9470000
ウルトラ怪獣バトルブリーダーズ,2019/04,2021/05/26,12990000
ウルトラ怪獣バトルブリーダーズ,2019/03,2021/05/26,18270000
ウルトラ怪獣バトルブリーダーズ,2019/02,2021/05/26,21110000
ウルトラ怪獣バトルブリーダーズ,2019/01,2021/05/26,20560000
ウルトラ怪獣バトルブリーダーズ,2020/12,2021/05/26,32160000
ウルトラ怪獣バトルブリーダーズ,2020/11,2021/05/26,11910000
ウルトラ怪獣バトルブリーダーズ,2020/10,2021/05/26,28570000
ウルトラ怪獣バトルブリーダーズ,2020/09,2021/05/26,9670000
ウルトラ怪獣バトルブリーダーズ,2020/08,2021/05/26,17350000
ウルトラ怪獣バトルブリーダーズ,2020/07,2021/05/26,28550000
ウルトラ怪獣バトルブリーダーズ,2020/06,2021/05/26,16900000
